X,Y,CODEPOSTAL,ZONE_ADRES,RUE_NOM,NUMERO,geometry,index_right,NUMERO_SORT_KEY
138406.944,134868.585,7181,Familleureux,Rue de Courrière,23,POINT (4.20525439685149 50.524470521717234),0,"('', 23, '')"
138402.882,134872.175,7181,Familleureux,Rue de Courrière,25,POINT (4.205197000895729 50.52450271627667),0,"('', 25, '')"
138387.343,134881.79,7181,Familleureux,Rue de Courrière,27,POINT (4.204977562074071 50.52458884995834),0,"('', 27, '')"
138373.095,134890.605,7181,Familleureux,Rue de Courrière,33,POINT (4.204776353844994 50.52466781662913),0,"('', 33, '')"
138364.01,134902.827,7181,Familleureux,Rue de Courrière,35,POINT (4.204647851523851 50.52477751457791),0,"('', 35, '')"
138354.774,134910.618,7181,Familleureux,Rue de Courrière,37,POINT (4.204517356732289 50.52484737403081),0,"('', 37, '')"
138338.751,134925.336,7181,Familleureux,Rue de Courrière,39,POINT (4.204290930598237 50.52497937357217),0,"('', 39, '')"
138877.881,134389.505,7181,Familleureux,Rue de Manage,13,POINT (4.211910059719225 50.520172611166466),0,"('', 13, '')"
138882.237,134386.798,7181,Familleureux,Rue de Manage,15,POINT (4.21197156547913 50.520148357143135),0,"('', 15, '')"
138895.546,134378.957,7181,Familleureux,Rue de Manage,19,POINT (4.21215947251033 50.520078116672195),0,"('', 19, '')"
138909.557,134369.663,7181,Familleureux,Rue de Manage,23,POINT (4.212357321069351 50.51999482642772),0,"('', 23, '')"
138916.601,134366.039,7181,Familleureux,Rue de Manage,25,POINT (4.212456757755469 50.519962378839665),0,"('', 25, '')"
138920.778,134363.085,7181,Familleureux,Rue de Manage,27,POINT (4.212515746128306 50.519935900585594),0,"('', 27, '')"
138932.362,134325.131,7181,Familleureux,Rue de Manage,28,POINT (4.212680215455121 50.51959490603388),0,"('', 28, '')"
138925.064,134360.704,7181,Familleureux,Rue de Manage,29,POINT (4.212576254554089 50.51991457571626),0,"('', 29, '')"
138936.149,134352.9,7181,Familleureux,Rue de Manage,31,POINT (4.212732797467005 50.51984462507928),0,"('', 31, '')"
138939.597,134351.073,7181,Familleureux,Rue de Manage,33,POINT (4.21278147249016 50.51982826489142),0,"('', 33, '')"
138972.896,134293.204,7181,Familleureux,Rue de Manage,34,POINT (4.213252731596901 50.51930863830852),0,"('', 34, '')"
138943.47,134349.307,7181,Familleureux,Rue de Manage,35,POINT (4.212836138712661 50.51981246107104),0,"('', 35, '')"
139001.573,134236.365,7181,Familleureux,Rue de Manage,36,POINT (4.213658775583942 50.51879818324788),0,"('', 36, '')"
138947.803,134346.578,7181,Familleureux,Rue de Manage,37,POINT (4.212897319849861 50.519788008341436),0,"('', 37, '')"
138951.891,134343.324,7181,Familleureux,Rue de Manage,39,POINT (4.212955061586346 50.519758831143356),0,"('', 39, '')"
139172.123,134181.174,7181,Familleureux,Rue de Manage,40,POINT (4.21606528566399 50.51830517072274),0,"('', 40, '')"
139011.526,134238.195,7181,Familleureux,Rue de Manage,40,POINT (4.213799068711347 50.51881482123758),0,"('', 40, '')"
138957.079,134340.239,7181,Familleureux,Rue de Manage,41,POINT (4.213028309623888 50.51973119390371),0,"('', 41, '')"
139308.806,134130.562,7181,Familleureux,Rue de Manage,42,POINT (4.217994068187802 50.5178526600022),0,"('', 42, '')"
138962.129,134337.215,7181,Familleureux,Rue de Manage,43,POINT (4.213099609812596 50.51970410242849),0,"('', 43, '')"
138967.084,134334.3,7181,Familleureux,Rue de Manage,45,POINT (4.213169567098311 50.519677989055495),0,"('', 45, '')"
138978.788,134326.851,7181,Familleureux,Rue de Manage,49,POINT (4.213334826556663 50.519611240722746),0,"('', 49, '')"
138984.731,134323.162,7181,Familleureux,Rue de Manage,51,POINT (4.213418738275894 50.51957818732282),0,"('', 51, '')"
138990.725,134319.736,7181,Familleureux,Rue de Manage,53,POINT (4.213503361317734 50.519547499229425),0,"('', 53, '')"
139081.879,134322.278,7181,Familleureux,Rue de Manage,61,POINT (4.21478866556246 50.51957205099863),0,"('', 61, '')"
138847.424,134632.161,7181,Familleureux,Rue de la Station,15,POINT (4.211473358283944 50.52235355060545),0,"('', 15, '')"
138844.102,134628.556,7181,Familleureux,Rue de la Station,17,POINT (4.211426618664701 50.522321078093384),0,"('', 17, '')"
138843.851,134622.217,7181,Familleureux,Rue de la Station,19,POINT (4.2114232676493595 50.522264084724064),0,"('', 19, '')"
138793.62,134448.438,7181,Familleureux,Rue de la Station,24,POINT (4.210720104250274 50.52070082910069),0,"('', 24, '')"
138843.905,134608.734,7181,Familleureux,Rue de la Station,25,POINT (4.2114244302734605 50.522142871451635),0,"('', 25, '')"
138793.868,134442.535,7181,Familleureux,Rue de la Station,26,POINT (4.210723777818801 50.52064776491083),0,"('', 26, '')"
138843.251,134603.44,7181,Familleureux,Rue de la Station,27,POINT (4.211415365106552 50.52209526515191),0,"('', 27, '')"
138793.475,134436.906,7181,Familleureux,Rue de la Station,28,POINT (4.210718404140954 50.52059715181268),0,"('', 28, '')"
138793.98,134431.484,7181,Familleureux,Rue de la Station,30,POINT (4.210725687407463 50.52054841678496),0,"('', 30, '')"
138841.4,134593.694,7181,Familleureux,Rue de la Station,31,POINT (4.211389552440201 50.522007611961705),0,"('', 31, '')"
138794.452,134426.471,7181,Familleureux,Rue de la Station,32,POINT (4.210732493090009 50.52050335810328),0,"('', 32, '')"
138839.967,134585.906,7181,Familleureux,Rue de la Station,33,POINT (4.2113695761840555 50.521937569424715),0,"('', 33, '')"
138843.106,134565.679,7181,Familleureux,Rue de la Station,35,POINT (4.211414443778339 50.52175578503907),0,"('', 35, '')"
138830.587,134551.014,7181,Familleureux,Rue de la Station,41,POINT (4.211238339782338 50.52162370678235),0,"('', 41, '')"
138829.225,134546.008,7181,Familleureux,Rue de la Station,43,POINT (4.2112192822662715 50.521578676184475),0,"('', 43, '')"
138828.223,134542.195,7181,Familleureux,Rue de la Station,45,POINT (4.211205265880222 50.52154437767983),0,"('', 45, '')"
138827.162,134538.156,7181,Familleureux,Rue de la Station,47,POINT (4.211190424244323 50.52150804627674),0,"('', 47, '')"
138825.357,134529.504,7181,Familleureux,Rue de la Station,49,POINT (4.211165228394618 50.52143022913521),0,"('', 49, '')"
138820.937,134512.987,7181,Familleureux,Rue de la Station,53,POINT (4.211103391118163 50.52128165469451),0,"('', 53, '')"
138819.435,134507.532,7181,Familleureux,Rue de la Station,55,POINT (4.21108237302041 50.52123258482929),0,"('', 55, '')"
138817.798,134501.587,7181,Familleureux,Rue de la Station,57,POINT (4.211059465853465 50.52117910721551),0,"('', 57, '')"
138825.883,134500.471,7181,Familleureux,Rue de la Station,59,POINT (4.211173511001074 50.52116922783799),0,"('', 59, '')"
138813.424,134478.144,7181,Familleureux,Rue de la Station,65,POINT (4.21099848451354 50.52096826774175),0,"('', 65, '')"
138809.66,134467.109,7181,Familleureux,Rue de la Station,67,POINT (4.2109457353983215 50.52086898973617),0,"('', 67, '')"
138814.922,134448.603,7181,Familleureux,Rue de la Station,71,POINT (4.211020489783575 50.520702717916684),0,"('', 71, '')"
138815.52,134443.42,7181,Familleureux,Rue de la Station,73,POINT (4.211029077066924 50.520656133287545),0,"('', 73, '')"
138816.025,134439.05,7181,Familleureux,Rue de la Station,75,POINT (4.21103632864938 50.52061685588942),0,"('', 75, '')"
138816.515,134434.849,7181,Familleureux,Rue de la Station,77,POINT (4.2110433636578595 50.52057909754249),0,"('', 77, '')"
138817.614,134427.466,7181,Familleureux,Rue de la Station,79,POINT (4.2110590813296795 50.52051274408219),0,"('', 79, '')"
138594.326,134756.372,7181,Familleureux,Rue des Alouettes,1,POINT (4.207900390561974 50.52346537343019),0,"('', 1, '')"
138614.517,134747.367,7181,Familleureux,Rue des Alouettes,2,POINT (4.208185404283918 50.52338480829118),0,"('', 2, '')"
138598.659,134760.942,7181,Familleureux,Rue des Alouettes,3,POINT (4.207961357019975 50.52350654244917),0,"('', 3, '')"
138626.363,134741.399,7181,Familleureux,Rue des Alouettes,4,POINT (4.208352641312743 50.52333138424076),0,"('', 4, '')"
138602.888,134765.416,7181,Familleureux,Rue des Alouettes,5,POINT (4.208020859856597 50.52354684636584),0,"('', 5, '')"
138632.152,134753.408,7181,Familleureux,Rue des Alouettes,6,POINT (4.208433915414017 50.52343945893045),0,"('', 6, '')"
138607.082,134769.87,7181,Familleureux,Rue des Alouettes,7,POINT (4.2080798698192154 50.52358696977071),0,"('', 7, '')"
138638.279,134735.625,7181,Familleureux,Rue des Alouettes,8,POINT (4.208520859245154 50.523279705392056),0,"('', 8, '')"
138611.144,134774.177,7181,Familleureux,Rue des Alouettes,9,POINT (4.20813702283222 50.52362576903666),0,"('', 9, '')"
138650.194,134729.786,7181,Familleureux,Rue des Alouettes,10,POINT (4.208689064675532 50.523227441920525),0,"('', 10, '')"
138615.449,134778.721,7181,Familleureux,Rue des Alouettes,11,POINT (4.2081975956249655 50.523666703644615),0,"('', 11, '')"
138676.09,134725.062,7181,Familleureux,Rue des Alouettes,12,POINT (4.209054399624955 50.52318547156905),0,"('', 12, '')"
138618.393,134787.237,7181,Familleureux,Rue des Alouettes,13,POINT (4.208238854570958 50.523743320778436),0,"('', 13, '')"
138622.865,134791.966,7181,Familleureux,Rue des Alouettes,15,POINT (4.208301777094662 50.5237859217416),0,"('', 15, '')"
138627.39,134796.756,7181,Familleureux,Rue des Alouettes,17,POINT (4.208365445310962 50.52382907209466),0,"('', 17, '')"
138632.005,134801.649,7181,Familleureux,Rue des Alouettes,19,POINT (4.208430379741645 50.52387315013804),0,"('', 19, '')"
138664.729,134757.115,7181,Familleureux,Rue des Alouettes,21,POINT (4.208893214923527 50.52347341417458),0,"('', 21, '')"
138664.542,134750.539,7181,Familleureux,Rue des Alouettes,23,POINT (4.208890776590476 50.523414291310836),0,"('', 23, '')"
138716.535,134844.479,7181,Familleureux,Rue des Hirondelles,1,POINT (4.209621171674688 50.52425982616912),0,"('', 1, '')"
138717.103,134826.118,7181,Familleureux,Rue des Hirondelles,2,POINT (4.209629734455165 50.52409476884628),0,"('', 2, '')"
138737.057,134845.934,7181,Familleureux,Rue des Hirondelles,3,POINT (4.209910540991787 50.52427330018095),0,"('', 3, '')"
138723.306,134825.902,7181,Familleureux,Rue des Hirondelles,4,POINT (4.209717218912314 50.52409294593304),0,"('', 4, '')"
138743.439,134845.731,7181,Familleureux,Rue des Hirondelles,5,POINT (4.210000549739177 50.524271597354584),0,"('', 5, '')"
138729.51,134825.686,7181,Familleureux,Rue des Hirondelles,6,POINT (4.209804717465249 50.52409112297321),0,"('', 6, '')"
138749.273,134845.546,7181,Familleureux,Rue des Hirondelles,7,POINT (4.2100828297277575 50.52427004579943),0,"('', 7, '')"
138735.713,134825.47,7181,Familleureux,Rue des Hirondelles,8,POINT (4.209892201908918 50.52408929992853),0,"('', 8, '')"
138755.62,134845.344,7181,Familleureux,Rue des Hirondelles,9,POINT (4.210172344842589 50.524268351161),0,"('', 9, '')"
138741.916,134825.253,7181,Familleureux,Rue des Hirondelles,10,POINT (4.209979686375875 50.524087467828),0,"('', 10, '')"
138774.505,134842.288,7181,Familleureux,Rue des Hirondelles,11,POINT (4.2104387634957305 50.52424123797791),0,"('', 11, '')"
138748.124,134825.037,7181,Familleureux,Rue des Hirondelles,12,POINT (4.21006724131866 50.52408564474752),0,"('', 12, '')"
138774.757,134848.475,7181,Familleureux,Rue des Hirondelles,13,POINT (4.210442132118782 50.52429686487103),0,"('', 13, '')"
138758.687,134815.154,7181,Familleureux,Rue des Hirondelles,14,POINT (4.210216502557155 50.52399699702757),0,"('', 14, '')"
138775.009,134854.662,7181,Familleureux,Rue des Hirondelles,15,POINT (4.210445500749749 50.52435249176349),0,"('', 15, '')"
138766.699,134814.882,7181,Familleureux,Rue des Hirondelles,16,POINT (4.210329499902699 50.52399470477668),0,"('', 16, '')"
138775.261,134860.849,7181,Familleureux,Rue des Hirondelles,17,POINT (4.210448869388637 50.524408118655295),0,"('', 17, '')"
138779.699,134803.252,7181,Familleureux,Rue des Hirondelles,18,POINT (4.210513180356936 50.52389039741252),0,"('', 18, '')"
138775.513,134867.036,7181,Familleureux,Rue des Hirondelles,19,POINT (4.210452238035442 50.52446374554642),0,"('', 19, '')"
138787.603,134803.069,7181,Familleureux,Rue des Hirondelles,20,POINT (4.210624651706224 50.523888902938815),0,"('', 20, '')"
138775.765,134873.222,7181,Familleureux,Rue des Hirondelles,21,POINT (4.210455606720102 50.52451936344676),0,"('', 21, '')"
138795.507,134802.886,7181,Familleureux,Rue des Hirondelles,22,POINT (4.2107361230484734 50.523887408358426),0,"('', 22, '')"
138776.017,134879.408,7181,Familleureux,Rue des Hirondelles,23,POINT (4.210458975412677 50.52457498134646),0,"('', 23, '')"
138804.022,134824.237,7181,Familleureux,Rue des Hirondelles,24,POINT (4.2108555680068935 50.52407951929344),0,"('', 24, '')"
138792.253,134885.536,7181,Familleureux,Rue des Hirondelles,25,POINT (4.210687763160134 50.52463038261009),0,"('', 25, '')"
138810.129,134823.989,7181,Familleureux,Rue des Hirondelles,26,POINT (4.210941699501658 50.52407740594818),0,"('', 26, '')"
138798.665,134885.347,7181,Familleureux,Rue des Hirondelles,27,POINT (4.210778195220861 50.524628805616715),0,"('', 27, '')"
138816.516,134823.73,7181,Familleureux,Rue des Hirondelles,28,POINT (4.211031780022259 50.52407519897134),0,"('', 28, '')"
138805.451,134845.948,7181,Familleureux,Rue des Hirondelles,29,POINT (4.21087507232001 50.524274731734536),0,"('', 29, '')"
138822.822,134828.46,7181,Familleureux,Rue des Hirondelles,30,POINT (4.211120569514877 50.524117842266925),0,"('', 30, '')"
138805.635,134852.18,7181,Familleureux,Rue des Hirondelles,31,POINT (4.210877481138231 50.524330761877465),0,"('', 31, '')"
138829.187,134828.133,7181,Familleureux,Rue des Hirondelles,32,POINT (4.21121034187423 50.524115023403446),0,"('', 32, '')"
138805.82,134858.413,7181,Familleureux,Rue des Hirondelles,33,POINT (4.210879904034912 50.524386801028946),0,"('', 33, '')"
138835.418,134843.086,7181,Familleureux,Rue des Hirondelles,34,POINT (4.211297769520875 50.52424957148816),0,"('', 34, '')"
138806.004,134864.647,7181,Familleureux,Rue des Hirondelles,35,POINT (4.2108823128048485 50.524442849150915),0,"('', 35, '')"
138842.373,134843.223,7181,Familleureux,Rue des Hirondelles,36,POINT (4.211395848829185 50.52425093511201),0,"('', 36, '')"
138820.781,134874.039,7181,Familleureux,Rue des Hirondelles,37,POINT (4.211090427334221 50.52452756571842),0,"('', 37, '')"
138849.33,134843.361,7181,Familleureux,Rue des Hirondelles,38,POINT (4.211493956318551 50.524252307681294),0,"('', 38, '')"
138821.06,134880.475,7181,Familleureux,Rue des Hirondelles,39,POINT (4.211094170091909 50.52458543165127),0,"('', 39, '')"
138859.291,134846.042,7181,Familleureux,Rue des Hirondelles,40,POINT (4.211634352386793 50.524276599035424),0,"('', 40, '')"
138830.707,134891.737,7181,Familleureux,Rue des Hirondelles,41,POINT (4.2112298830888255 50.52468686203245),0,"('', 41, '')"
138866.168,134842.955,7181,Familleureux,Rue des Hirondelles,42,POINT (4.211731427489136 50.52424897664135),0,"('', 42, '')"
138830.84,134898.242,7181,Familleureux,Rue des Hirondelles,43,POINT (4.2112315649772505 50.524745345507355),0,"('', 43, '')"
138872.84,134846.248,7181,Familleureux,Rue des Hirondelles,44,POINT (4.211825422126767 50.52427870747412),0,"('', 44, '')"
138730.904,134735.117,7181,Familleureux,Rue des Mésanges,1,POINT (4.209827098377592 50.52327692034135),0,"('', 1, '')"
138704.279,134755.981,7181,Familleureux,Rue des Mésanges,5,POINT (4.209450996613045 50.52346398022268),0,"('', 5, '')"
138701.454,134758.448,7181,Familleureux,Rue des Mésanges,7,POINT (4.2094110831738645 50.52348610467519),0,"('', 7, '')"
138721.859,134776.252,7181,Familleureux,Rue des Mésanges,8,POINT (4.20969830597389 50.52364655701277),0,"('', 8, '')"
138679.23,134771.973,7181,Familleureux,Rue des Mésanges,9,POINT (4.209097264345005 50.52360726918531),0,"('', 9, '')"
138695.197,134789.571,7181,Familleureux,Rue des Mésanges,10,POINT (4.209321906455807 50.5237657850381),0,"('', 10, '')"
138672.728,134772.052,7181,Familleureux,Rue des Mésanges,11,POINT (4.209005568288848 50.52360785422359),0,"('', 11, '')"
138695.431,134795.8,7181,Familleureux,Rue des Mésanges,12,POINT (4.209325018622245 50.52382178920879),0,"('', 12, '')"
138667.054,134777.918,7181,Familleureux,Rue des Mésanges,13,POINT (4.208925374086699 50.52366048117019),0,"('', 13, '')"
138695.666,134802.03,7181,Familleureux,Rue des Mésanges,14,POINT (4.209328144868356 50.523877802388206),0,"('', 14, '')"
138660.7,134778.14,7181,Familleureux,Rue des Mésanges,15,POINT (4.20883576075516 50.52366235451861),0,"('', 15, '')"
138695.9,134808.26,7181,Familleureux,Rue des Mésanges,16,POINT (4.20933125701939 50.52393381554774),0,"('', 16, '')"
138654.574,134778.354,7181,Familleureux,Rue des Mésanges,17,POINT (4.208749363004898 50.523664160274954),0,"('', 17, '')"
138696.135,134814.489,7181,Familleureux,Rue des Mésanges,18,POINT (4.209334383310433 50.52398981973574),0,"('', 18, '')"
138648.332,134778.572,7181,Familleureux,Rue des Mésanges,19,POINT (4.208661329248941 50.52366599968899),0,"('', 19, '')"
138696.369,134820.719,7181,Familleureux,Rue des Mésanges,20,POINT (4.209337495476217 50.524045832893975),0,"('', 20, '')"
138667.549,134802.33,7181,Familleureux,Rue des Mésanges,21,POINT (4.208931616939711 50.52387995836099),0,"('', 21, '')"
138716.73,134850.857,7181,Familleureux,Rue des Mésanges,22,POINT (4.209623729742786 50.524317169111576),0,"('', 22, '')"
138661.344,134802.579,7181,Familleureux,Rue des Mésanges,23,POINT (4.208844103643079 50.52388207732079),0,"('', 23, '')"
138743.679,134868.627,7181,Familleureux,Rue des Mésanges,24,POINT (4.210003246996323 50.52447744051056),0,"('', 24, '')"
138655.555,134802.811,7181,Familleureux,Rue des Mésanges,25,POINT (4.208762457477 50.523884051406235),0,"('', 25, '')"
138750.242,134868.338,7181,Familleureux,Rue des Mésanges,26,POINT (4.210095811286421 50.52447496792137),0,"('', 26, '')"
138649.898,134803.037,7181,Familleureux,Rue des Mésanges,27,POINT (4.20868267301074 50.52388597404082),0,"('', 27, '')"
138756.682,134885.34,7181,Familleureux,Rue des Mésanges,28,POINT (4.210186122447223 50.52462794165376),0,"('', 28, '')"
138643.666,134803.287,7181,Familleureux,Rue des Mésanges,29,POINT (4.208594778895058 50.52388810128242),0,"('', 29, '')"
138763.171,134885.195,7181,Familleureux,Rue des Mésanges,30,POINT (4.210277639107975 50.524626762087664),0,"('', 30, '')"
138660.887,134825.445,7181,Familleureux,Rue des Mésanges,31,POINT (4.20883696729817 50.52408763737621),0,"('', 31, '')"
138773.532,134903.049,7181,Familleureux,Rue des Mésanges,32,POINT (4.210423222436578 50.52478747013894),0,"('', 32, '')"
138661.201,134831.854,7181,Familleureux,Rue des Mésanges,33,POINT (4.2088412016716275 50.52414526132662),0,"('', 33, '')"
138780.036,134902.816,7181,Familleureux,Rue des Mésanges,34,POINT (4.210514953574151 50.52478549953925),0,"('', 34, '')"
138669.442,134841.571,7181,Familleureux,Rue des Mésanges,35,POINT (4.20895712705515 50.524232777468896),0,"('', 35, '')"
138790.288,134920.861,7181,Familleureux,Rue des Mésanges,36,POINT (4.210658995283522 50.52494792233117),0,"('', 36, '')"
138669.59,134848.032,7181,Familleureux,Rue des Mésanges,37,POINT (4.208959018987736 50.52429086570358),0,"('', 37, '')"
138796.712,134920.564,7181,Familleureux,Rue des Mésanges,38,POINT (4.210749600412231 50.52494537465224),0,"('', 38, '')"
138696.956,134866.774,7181,Familleureux,Rue des Mésanges,39,POINT (4.2093443852745445 50.524459885712325),0,"('', 39, '')"
138806.643,134938.536,7181,Familleureux,Rue des Mésanges,40,POINT (4.210889118585125 50.525107134759416),0,"('', 40, '')"
138697.182,134873.058,7181,Familleureux,Rue des Mésanges,41,POINT (4.209347383034007 50.52451638418014),0,"('', 41, '')"
138812.942,134938.295,7181,Familleureux,Rue des Mésanges,42,POINT (4.210977959482107 50.525105087972655),0,"('', 42, '')"
138719.31,134879.866,7181,Familleureux,Rue des Mésanges,43,POINT (4.209659241651286 50.52457801396765),0,"('', 43, '')"
138818.978,134938.064,7181,Familleureux,Rue des Mésanges,44,POINT (4.211063091030046 50.52510312602021),0,"('', 44, '')"
138719.534,134886.176,7181,Familleureux,Rue des Mésanges,45,POINT (4.209662210806442 50.52463474613178),0,"('', 45, '')"
138828.389,134937.707,7181,Familleureux,Rue des Mésanges,46,POINT (4.21119582336005 50.52510009535905),0,"('', 46, '')"
138719.758,134892.486,7181,Familleureux,Rue des Mésanges,47,POINT (4.209665179968714 50.524691478295246),0,"('', 47, '')"
138735.756,134894.706,7181,Familleureux,Rue des Mésanges,49,POINT (4.20989072830991 50.52471174303998),0,"('', 49, '')"
138833.606,134918.627,7181,Familleureux,Rue des Mésanges,50,POINT (4.211269966018179 50.52492866230275),0,"('', 50, '')"
138736.034,134901.032,7181,Familleureux,Rue des Mésanges,51,POINT (4.209894458817412 50.524768620073445),0,"('', 51, '')"
138840.084,134918.339,7181,Familleureux,Rue des Mésanges,52,POINT (4.211361332359 50.5249261960845),0,"('', 52, '')"
138736.312,134907.358,7181,Familleureux,Rue des Mésanges,53,POINT (4.209898189333882 50.524825497106235),0,"('', 53, '')"
138842.125,134863.562,7181,Familleureux,Rue des Mésanges,54,POINT (4.211391746157661 50.52443378115524),0,"('', 54, '')"
138752.397,134912.537,7181,Familleureux,Rue des Mésanges,55,POINT (4.21012487658763 50.52487236492602),0,"('', 55, '')"
138849.083,134863.64,7181,Familleureux,Rue des Mésanges,56,POINT (4.2114898699128425 50.52443461433767),0,"('', 56, '')"
138752.608,134918.81,7181,Familleureux,Rue des Mésanges,57,POINT (4.210127664093211 50.52492876419103),0,"('', 57, '')"
138855.825,134866.784,7181,Familleureux,Rue des Mésanges,58,POINT (4.21158485638027 50.52446300715767),0,"('', 58, '')"
138752.818,134925.057,7181,Familleureux,Rue des Mésanges,59,POINT (4.210130438282575 50.52498492969229),0,"('', 59, '')"
138862.818,134866.913,7181,Familleureux,Rue des Mésanges,60,POINT (4.211683472276873 50.524464299337986),0,"('', 60, '')"
138768.772,134930.068,7181,Familleureux,Rue des Mésanges,61,POINT (4.2103552840948675 50.52503028421158),0,"('', 61, '')"
138869.583,134864.026,7181,Familleureux,Rue des Mésanges,62,POINT (4.211778962304447 50.52443847281539),0,"('', 62, '')"
138769.004,134936.335,7181,Familleureux,Rue des Mésanges,63,POINT (4.210358368223243 50.52508662992955),0,"('', 63, '')"
138769.228,134942.401,7181,Familleureux,Rue des Mésanges,65,POINT (4.21036134555693 50.525141168473404),0,"('', 65, '')"
138769.458,134948.598,7181,Familleureux,Rue des Mésanges,67,POINT (4.210364403590756 50.525196884841215),0,"('', 67, '')"
138784.672,134963.016,7181,Familleureux,Rue des Mésanges,69,POINT (4.2105785331268075 50.52532679516207),0,"('', 69, '')"
138791.161,134962.747,7181,Familleureux,Rue des Mésanges,71,POINT (4.21067005483597 50.52532450050891),0,"('', 71, '')"
138797.929,134978.388,7181,Familleureux,Rue des Mésanges,73,POINT (4.2107650358996915 50.52546524442246),0,"('', 73, '')"
138804.288,134978.14,7181,Familleureux,Rue des Mésanges,75,POINT (4.21085472385918 50.5254631359415),0,"('', 75, '')"
138863.08,134967.621,7181,Familleureux,Rue des Mésanges,87,POINT (4.2116841759495065 50.52536968466897),0,"('', 87, '')"
138870.161,134954.75,7181,Familleureux,Rue des Mésanges,89,POINT (4.211784420677974 50.52525410644372),0,"('', 89, '')"
138869.879,134948.014,7181,Familleureux,Rue des Mésanges,91,POINT (4.211780643620201 50.52519354343737),0,"('', 91, '')"
138869.62,134941.813,7181,Familleureux,Rue des Mésanges,93,POINT (4.211777175056013 50.52513779059732),0,"('', 93, '')"
138869.386,134936.23,7181,Familleureux,Rue des Mésanges,95,POINT (4.211774040725031 50.5250875941444),0,"('', 95, '')"
138869.135,134930.229,7181,Familleureux,Rue des Mésanges,97,POINT (4.211770679061658 50.52503363948517),0,"('', 97, '')"
138868.887,134924.303,7181,Familleureux,Rue des Mésanges,99,POINT (4.2117673574878385 50.52498035914358),0,"('', 99, '')"
138868.621,134917.964,7181,Familleureux,Rue des Mésanges,101,POINT (4.21176379433233 50.52492336552738),0,"('', 101, '')"
138872.014,134897.119,7181,Familleureux,Rue des Mésanges,103,POINT (4.211812263674004 50.524736029977596),0,"('', 103, '')"
138878.484,134896.837,7181,Familleureux,Rue des Mésanges,105,POINT (4.21190351661504 50.52473361712356),0,"('', 105, '')"
137865.943,134413.873,7181,Familleureux,Rue du Fiévet,106,POINT (4.197639577784897 50.52037167637904),0,"('', 106, '')"
137872.08,134438.104,7181,Familleureux,Rue du Fiévet,108,POINT (4.197725334261108 50.52058964347381),0,"('', 108, '')"
138839.542,134010.649,7181,Familleureux,Rue du Moulin,9,POINT (4.21138070135467 50.51676590757607),0,"('', 9, '')"
138829.581,133999.086,7181,Familleureux,Rue du Moulin,11,POINT (4.2112405922077585 50.51666176522483),0,"('', 11, '')"
138823.834,134029.408,7181,Familleureux,Rue du Moulin,14,POINT (4.211158654220963 50.51693425589484),0,"('', 14, '')"
138819.634,134025.196,7181,Familleureux,Rue du Moulin,16,POINT (4.211099558125685 50.516896309508354),0,"('', 16, '')"
138813.765,133982.819,7181,Familleureux,Rue du Moulin,17,POINT (4.211018066827133 50.516515221654956),0,"('', 17, '')"
138814.685,133983.99,7181,Familleureux,Rue du Moulin,17,POINT (4.211031004152809 50.516525766633315),0,"('', 17, '')"
138815.414,134020.843,7181,Familleureux,Rue du Moulin,18,POINT (4.211040184322288 50.51685709509795),0,"('', 18, '')"
138803.672,133969.6,7181,Familleureux,Rue du Moulin,19,POINT (4.21087614742075 50.516396188634204),0,"('', 19, '')"
138786.668,133953.532,7181,Familleureux,Rue du Moulin,23,POINT (4.210636867443783 50.51625141076074),0,"('', 23, '')"
138796.327,133999.495,7181,Familleureux,Rue du Moulin,24,POINT (4.210771688250333 50.516664809828),0,"('', 24, '')"
138775.46,133943.546,7181,Familleureux,Rue du Moulin,25,POINT (4.2104791313667125 50.5161614212069),0,"('', 25, '')"
138789.744,133992.458,7181,Familleureux,Rue du Moulin,26,POINT (4.210679076218627 50.51660142061713),0,"('', 26, '')"
138764.581,133933.31,7181,Familleureux,Rue du Moulin,27,POINT (4.210326042322334 50.51606919017977),0,"('', 27, '')"
138783.576,133986.121,7181,Familleureux,Rue du Moulin,28,POINT (4.210592295115655 50.51654433236132),0,"('', 28, '')"
138779.18,133981.272,7181,Familleureux,Rue du Moulin,30,POINT (4.210530455365707 50.51650065521018),0,"('', 30, '')"
138754.617,133921.585,7181,Familleureux,Rue du Moulin,31,POINT (4.210185900113993 50.51596359008235),0,"('', 31, '')"
138774.782,133976.527,7181,Familleureux,Rue du Moulin,32,POINT (4.210468584416883 50.51645791296504),0,"('', 32, '')"
138741.083,133921.041,7181,Familleureux,Rue du Moulin,33,POINT (4.20999508565347 50.515958440561384),0,"('', 33, '')"
138730.17,133914.441,7181,Familleureux,Rue du Moulin,35,POINT (4.2098414095570655 50.51589889649206),0,"('', 35, '')"
138759.755,133962.308,7181,Familleureux,Rue du Moulin,36,POINT (4.210257126072934 50.516329794852496),0,"('', 36, '')"
138726.293,133910.731,7181,Familleureux,Rue du Moulin,37,POINT (4.209786855044762 50.51586546868436),0,"('', 37, '')"
138747.596,133962.918,7181,Familleureux,Rue du Moulin,38,POINT (4.210085663297375 50.51633504640361),0,"('', 38, '')"
138746.768,133951.901,7181,Familleureux,Rue du Moulin,40,POINT (4.210074318858444 50.516235985896884),0,"('', 40, '')"
